guid/image,y1,x1,y2,x2
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0006,0,0,0,0
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0082,344,0,748,599
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0212,313,922,424,1096
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0116,405,535,434,567
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0273,338,774,366,812
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0010,449,0,524,158
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0106,400,705,484,779
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0158,428,594,472,671
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0255,423,623,513,754
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0144,0,74,852,1771
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0060,383,71,654,648
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0166,0,71,920,1727
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0207,144,0,827,1811
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0081,414,601,556,849
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0195,0,0,788,1725
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0135,235,0,831,336
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0029,428,0,691,229
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0186,362,550,558,871
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0053,362,0,836,474
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0055,436,727,472,796
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0105,394,735,465,842
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0243,56,115,763,1914
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0035,0,146,860,1737
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0016,350,1626,384,1671
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0120,408,769,457,838
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0173,385,588,536,800
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0018,0,0,0,0
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0136,403,1243,438,1297
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0247,403,943,458,1054
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0094,393,930,468,1038
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0183,411,1009,478,1109
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0177,437,1168,470,1192
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0050,351,833,396,873
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0020,379,1346,427,1396
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0024,425,963,490,1028
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0123,391,603,486,838
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0221,526,438,553,501
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0019,385,1446,416,1485
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0276,309,817,343,895
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0009,415,0,520,185
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0121,406,746,465,849
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0167,0,0,726,1549
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0214,304,348,623,775
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0100,365,911,409,954
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0103,391,801,444,883
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0085,414,1126,445,1178
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0005,455,1400,510,1503
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0272,404,924,438,967
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0139,388,999,465,1112
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0061,483,443,518,531
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0001,498,1178,533,1233
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0089,0,40,759,1690
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0184,417,924,495,1070
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0012,369,1100,432,1137
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0257,387,13,691,585
b1d5b43f-be5d-4cf2-84bf-dc9366a6d9e0/0204,0,0,805,1635
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0027,239,745,815,1289
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0021,259,871,775,1355
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0015,316,958,691,1334
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0003,189,68,245,155
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0032,291,958,696,1380
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0046,261,941,758,1484
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0049,363,1121,507,1473
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0052,439,143,591,451
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0040,290,890,687,1297
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0039,320,867,693,1287
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0025,236,779,744,1251
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0028,268,910,722,1356
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0022,258,841,767,1317
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0031,277,968,703,1419
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0008,317,759,635,1068
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0004,0,0,0,0
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0051,386,0,712,314
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0041,304,936,704,1347
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0007,384,984,554,1128
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0038,471,1528,495,1603
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0037,299,888,712,1343
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0002,345,491,455,613
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0013,322,888,676,1265
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0034,300,970,687,1390
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0026,237,790,741,1279
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0047,219,876,768,1412
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0017,310,999,727,1405
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0033,285,963,702,1380
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0030,282,926,699,1378
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0000,409,849,436,891
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0036,286,977,715,1385
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0042,301,924,713,1330
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0014,324,904,694,1275
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0045,229,987,760,1529
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0044,252,1008,804,1498
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0043,273,1031,767,1480
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0048,312,974,627,1273
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0011,264,826,722,1282
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0023,233,811,776,1279
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0006,460,1038,569,1187
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0010,263,781,754,1236
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0029,279,948,715,1404
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0053,412,633,509,825
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0035,269,1074,748,1545
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0016,301,929,689,1340
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0018,310,997,732,1407
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0050,389,855,442,912
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0020,234,905,753,1407
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0024,269,726,756,1206
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0019,267,988,810,1470
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0009,220,711,762,1197
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0005,462,1206,533,1314
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0001,332,273,371,360
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0012,313,981,670,1382
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0070,386,1297,423,1346
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0027,0,0,0,0
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0021,428,551,498,719
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0015,410,1095,477,1165
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0065,298,989,355,1072
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0003,377,359,554,694
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0096,347,1281,390,1349
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0032,417,101,619,666
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0091,458,0,851,397
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0046,401,541,431,572
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0049,438,694,486,771
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0052,418,1483,500,1716
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0063,278,1493,313,1535
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0040,418,562,466,640
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0083,404,1171,440,1240
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0079,291,1267,393,1626
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0057,645,879,734,1164
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0074,403,1092,430,1126
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0039,423,172,593,733
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0025,319,454,429,652
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0071,413,1168,447,1212
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0028,0,0,0,0
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0022,444,524,475,576
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0031,417,451,459,543
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0080,312,1036,457,1436
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0008,401,669,438,704
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0077,404,1021,455,1096
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0059,419,859,468,938
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0087,456,900,493,942
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0004,402,627,461,746
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0051,425,653,462,696
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0086,407,1675,444,1757
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0069,393,1095,434,1167
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0041,367,839,401,882
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0007,417,655,454,701
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0068,423,917,460,979
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0038,415,630,463,724
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0067,469,449,501,543
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0037,406,620,439,671
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0064,250,1225,283,1265
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0073,405,864,431,897
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0054,401,1040,535,1418
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0056,334,236,436,425
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0002,430,650,500,762
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0095,372,1139,428,1261
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0013,404,770,468,854
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0034,409,192,625,673
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0026,359,688,446,793
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0076,449,4,528,245
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0047,409,587,460,661
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0017,404,953,483,1032
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0058,353,930,499,1093
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0033,426,773,474,853
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0078,458,1328,521,1513
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0075,453,410,498,524
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0093,543,823,580,871
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0030,405,249,434,314
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0000,443,690,474,736
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0036,407,673,527,858
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0042,374,804,406,853
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0014,422,1124,479,1193
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0090,410,789,480,926
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0062,274,804,402,981
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0045,366,535,493,745
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0098,318,505,551,860
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0066,471,786,507,861
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0044,380,679,434,743
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0072,408,12,454,98
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0043,377,757,418,811
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0099,440,927,473,982
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0048,316,0,663,466
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0084,168,1359,206,1453
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0011,415,809,453,854
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0023,429,573,481,643
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0097,284,1559,467,1878
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0092,425,106,677,612
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0088,402,1026,435,1072
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0006,380,545,481,698
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0082,357,1497,483,1853
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0010,416,826,452,878
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0060,330,808,435,965
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0081,412,0,1052,795
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0029,344,1299,576,1732
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0053,431,1284,526,1580
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0055,390,173,851,1210
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0035,412,1032,443,1076
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0016,411,1061,483,1139
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0018,355,177,448,289
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0094,356,1787,390,1914
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0050,429,0,703,528
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0020,432,766,469,819
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0024,415,595,495,680
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0019,335,881,362,915
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0009,410,849,446,895
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0085,417,621,548,909
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0005,399,625,470,733
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0061,437,659,481,693
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0001,446,687,495,757
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0089,410,934,448,1005
cc9b0ffb-4041-4a90-82cf-992e88249b9b/0012,423,778,462,820
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0185,343,1381,427,1532
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0188,406,780,523,991
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0070,332,804,608,1119
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0027,448,965,477,1000
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0128,275,603,699,1006
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0021,407,861,462,943
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0168,404,376,453,414
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0015,408,965,448,1013
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0104,253,654,691,1198
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0065,367,862,573,1080
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0003,399,1075,437,1117
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0179,419,472,465,564
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0096,257,687,700,1178
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0201,379,412,453,518
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0194,318,151,351,218
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0130,259,573,715,1148
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0119,283,639,708,1050
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0032,382,68,435,168
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0114,293,643,721,1196
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0091,326,733,416,1104
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0046,412,919,460,987
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0192,357,170,498,519
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0193,324,96,361,172
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0217,295,0,722,593
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0169,388,0,603,617
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0165,379,0,696,645
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0220,407,812,463,905
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0049,405,953,466,1026
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0052,406,968,471,1048
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0141,275,563,717,1092
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0178,437,673,471,732
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0101,245,643,700,1197
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0127,270,573,704,1097
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0162,419,687,469,782
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0063,385,922,529,1089
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0164,395,530,532,727
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0190,331,349,391,463
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0208,372,1005,407,1051
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0117,287,626,701,1079
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0218,413,1016,458,1067
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0040,447,1076,481,1128
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0129,306,641,712,968
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0197,363,324,402,389
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0198,367,361,408,445
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0107,258,1315,357,1466
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0134,269,591,697,1121
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0083,274,689,654,1197
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0216,353,476,532,795
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0079,275,706,711,1230
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0108,302,662,713,1215
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0057,406,953,498,1075
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0074,284,727,722,1189
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0110,242,1300,401,1454
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0039,420,932,468,988
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0115,321,674,710,1101
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0025,279,398,588,736
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0145,412,1199,445,1234
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0071,339,782,634,1133
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0171,421,65,482,199
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0028,439,931,473,967
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0022,400,824,467,909
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0200,391,392,454,480
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0031,412,479,547,716
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0187,402,986,498,1154
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0080,284,706,744,1191
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0142,280,566,703,1115
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0008,397,865,472,959
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0157,410,685,437,726
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0077,283,708,742,1206
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0199,381,396,440,477
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0112,462,432,499,466
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0146,418,1207,446,1241
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0161,415,710,460,790
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0147,415,1216,441,1245
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0059,400,958,503,1088
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0205,364,1059,400,1105
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0087,282,706,708,1233
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0004,402,1052,440,1100
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0051,412,961,467,1036
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0086,279,688,759,1193
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0153,241,721,478,1003
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0152,303,60,552,372
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0160,418,702,458,775
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0069,340,833,614,1104
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0111,255,1253,357,1396
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0219,408,926,447,975
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0102,243,659,700,1178
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0041,413,939,464,989
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0007,400,930,467,1015
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0159,414,696,451,760
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0182,421,541,520,711
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0068,345,844,600,1099
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0133,253,583,720,1110
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0038,428,935,470,978
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0067,357,848,589,1091
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0037,430,931,472,976
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0064,363,885,550,1086
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0126,278,550,704,1085
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0122,260,629,711,1165
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0154,493,1346,552,1430
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0073,313,762,687,1168
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0054,404,960,480,1047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0109,258,1293,360,1445
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0056,419,1104,453,1133
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0002,395,1087,430,1130
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0095,245,658,697,1188
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0013,404,995,442,1037
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0174,432,345,511,460
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0034,440,921,478,972
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0137,294,593,699,1043
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0026,168,0,854,571
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0138,295,610,697,1083
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0076,284,700,732,1208
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0047,426,1057,460,1104
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0125,386,195,465,308
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0017,407,941,448,995
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0058,404,956,500,1070
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0181,424,645,491,753
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0033,369,3,426,152
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0078,270,717,725,1226
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0075,282,710,729,1204
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0170,23,0,870,1374
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0093,243,666,710,1191
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0030,420,668,504,801
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0000,177,94,498,462
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0163,416,643,495,777
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0131,257,592,725,1116
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0124,268,577,698,1136
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0140,272,983,352,1108
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0036,351,123,391,157
