guid/image/axis,value
5375f8e6-96e9-4f49-97ff-d5df95f12464/0032/x,-3.463922089
5375f8e6-96e9-4f49-97ff-d5df95f12464/0032/y,-2.555928412
5375f8e6-96e9-4f49-97ff-d5df95f12464/0032/z,9.753605285
5375f8e6-96e9-4f49-97ff-d5df95f12464/0033/x,-3.497122621
5375f8e6-96e9-4f49-97ff-d5df95f12464/0033/y,-2.583892617
5375f8e6-96e9-4f49-97ff-d5df95f12464/0033/z,9.287359513
5375f8e6-96e9-4f49-97ff-d5df95f12464/0034/x,-3.563523683
5375f8e6-96e9-4f49-97ff-d5df95f12464/0034/y,-2.052572707
5375f8e6-96e9-4f49-97ff-d5df95f12464/0034/z,9.571345103
5375f8e6-96e9-4f49-97ff-d5df95f12464/0035/x,-3.497122621
5375f8e6-96e9-4f49-97ff-d5df95f12464/0035/y,-2.583892617
5375f8e6-96e9-4f49-97ff-d5df95f12464/0035/z,9.143579996
5375f8e6-96e9-4f49-97ff-d5df95f12464/0036/x,-3.629924745
5375f8e6-96e9-4f49-97ff-d5df95f12464/0036/y,-1.744966443
5375f8e6-96e9-4f49-97ff-d5df95f12464/0036/z,9.235339439
5375f8e6-96e9-4f49-97ff-d5df95f12464/0037/x,-2.888446215
5375f8e6-96e9-4f49-97ff-d5df95f12464/0037/y,-2.416107383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0037/z,9.673136813
5375f8e6-96e9-4f49-97ff-d5df95f12464/0038/x,-3.076582559
5375f8e6-96e9-4f49-97ff-d5df95f12464/0038/y,-2.16442953
5375f8e6-96e9-4f49-97ff-d5df95f12464/0038/z,9.676734307
5375f8e6-96e9-4f49-97ff-d5df95f12464/0039/x,-3.176184152
5375f8e6-96e9-4f49-97ff-d5df95f12464/0039/y,-2.807606264
5375f8e6-96e9-4f49-97ff-d5df95f12464/0039/z,9.275308447
5375f8e6-96e9-4f49-97ff-d5df95f12464/0040/x,-3.386454183
5375f8e6-96e9-4f49-97ff-d5df95f12464/0040/y,-2.136465324
5375f8e6-96e9-4f49-97ff-d5df95f12464/0040/z,13.56478425
5375f8e6-96e9-4f49-97ff-d5df95f12464/0041/x,-3.342186808
5375f8e6-96e9-4f49-97ff-d5df95f12464/0041/y,-2.332214765
5375f8e6-96e9-4f49-97ff-d5df95f12464/0041/z,12.99352597
5375f8e6-96e9-4f49-97ff-d5df95f12464/0042/x,-3.120849934
5375f8e6-96e9-4f49-97ff-d5df95f12464/0042/y,-2.555928412
5375f8e6-96e9-4f49-97ff-d5df95f12464/0042/z,9.689372314
5375f8e6-96e9-4f49-97ff-d5df95f12464/0043/x,-2.954847278
5375f8e6-96e9-4f49-97ff-d5df95f12464/0043/y,-2.779642058
5375f8e6-96e9-4f49-97ff-d5df95f12464/0043/z,9.429859289
5375f8e6-96e9-4f49-97ff-d5df95f12464/0044/x,-2.999114653
5375f8e6-96e9-4f49-97ff-d5df95f12464/0044/y,-2.136465324
5375f8e6-96e9-4f49-97ff-d5df95f12464/0044/z,9.533486865
5375f8e6-96e9-4f49-97ff-d5df95f12464/0045/x,-3.187250996
5375f8e6-96e9-4f49-97ff-d5df95f12464/0045/y,-2.583892617
5375f8e6-96e9-4f49-97ff-d5df95f12464/0045/z,9.609118505
5375f8e6-96e9-4f49-97ff-d5df95f12464/0046/x,-3.320053121
5375f8e6-96e9-4f49-97ff-d5df95f12464/0046/y,-2.080536913
5375f8e6-96e9-4f49-97ff-d5df95f12464/0046/z,9.703829608
5375f8e6-96e9-4f49-97ff-d5df95f12464/0047/x,-3.120849934
5375f8e6-96e9-4f49-97ff-d5df95f12464/0047/y,-2.108501119
5375f8e6-96e9-4f49-97ff-d5df95f12464/0047/z,9.395763812
5375f8e6-96e9-4f49-97ff-d5df95f12464/0048/x,-3.253652058
5375f8e6-96e9-4f49-97ff-d5df95f12464/0048/y,-1.856823266
5375f8e6-96e9-4f49-97ff-d5df95f12464/0048/z,9.21755463
5375f8e6-96e9-4f49-97ff-d5df95f12464/0049/x,-3.297919433
5375f8e6-96e9-4f49-97ff-d5df95f12464/0049/y,-1.63310962
5375f8e6-96e9-4f49-97ff-d5df95f12464/0049/z,9.08631239
5375f8e6-96e9-4f49-97ff-d5df95f12464/0050/x,-3.264718902
5375f8e6-96e9-4f49-97ff-d5df95f12464/0050/y,-2.276286353
5375f8e6-96e9-4f49-97ff-d5df95f12464/0050/z,9.394371852
5375f8e6-96e9-4f49-97ff-d5df95f12464/0051/x,-3.253652058
5375f8e6-96e9-4f49-97ff-d5df95f12464/0051/y,-2.108501119
5375f8e6-96e9-4f49-97ff-d5df95f12464/0051/z,9.638298409
5375f8e6-96e9-4f49-97ff-d5df95f12464/0052/x,-3.308986277
5375f8e6-96e9-4f49-97ff-d5df95f12464/0052/y,-2.136465324
5375f8e6-96e9-4f49-97ff-d5df95f12464/0052/z,9.927578516
5375f8e6-96e9-4f49-97ff-d5df95f12464/0053/x,-3.452855246
5375f8e6-96e9-4f49-97ff-d5df95f12464/0053/y,-1.549217002
5375f8e6-96e9-4f49-97ff-d5df95f12464/0053/z,6.495477203
5375f8e6-96e9-4f49-97ff-d5df95f12464/0054/x,-3.508189464
5375f8e6-96e9-4f49-97ff-d5df95f12464/0054/y,-1.856823266
5375f8e6-96e9-4f49-97ff-d5df95f12464/0054/z,6.474303104
5375f8e6-96e9-4f49-97ff-d5df95f12464/0055/x,-3.19831784
5375f8e6-96e9-4f49-97ff-d5df95f12464/0055/y,-2.276286353
5375f8e6-96e9-4f49-97ff-d5df95f12464/0055/z,9.425184542
5375f8e6-96e9-4f49-97ff-d5df95f12464/0056/x,-3.120849934
5375f8e6-96e9-4f49-97ff-d5df95f12464/0056/y,-2.388143177
5375f8e6-96e9-4f49-97ff-d5df95f12464/0056/z,9.424706508
5375f8e6-96e9-4f49-97ff-d5df95f12464/0057/x,-3.10978309
5375f8e6-96e9-4f49-97ff-d5df95f12464/0057/y,-2.248322148
5375f8e6-96e9-4f49-97ff-d5df95f12464/0057/z,9.434524431
5375f8e6-96e9-4f49-97ff-d5df95f12464/0058/x,-3.253652058
5375f8e6-96e9-4f49-97ff-d5df95f12464/0058/y,-2.416107383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0058/z,9.713597802
5375f8e6-96e9-4f49-97ff-d5df95f12464/0059/x,-3.353253652
5375f8e6-96e9-4f49-97ff-d5df95f12464/0059/y,-2.388143177
5375f8e6-96e9-4f49-97ff-d5df95f12464/0059/z,14.08661411
5375f8e6-96e9-4f49-97ff-d5df95f12464/0060/x,-3.474988933
5375f8e6-96e9-4f49-97ff-d5df95f12464/0060/y,-2.472035794
5375f8e6-96e9-4f49-97ff-d5df95f12464/0060/z,10.23917023
5375f8e6-96e9-4f49-97ff-d5df95f12464/0061/x,-3.541389996
5375f8e6-96e9-4f49-97ff-d5df95f12464/0061/y,-2.695749441
5375f8e6-96e9-4f49-97ff-d5df95f12464/0061/z,13.93039638
5375f8e6-96e9-4f49-97ff-d5df95f12464/0062/x,-3.430721558
5375f8e6-96e9-4f49-97ff-d5df95f12464/0062/y,-2.83557047
5375f8e6-96e9-4f49-97ff-d5df95f12464/0062/z,14.21782272
5375f8e6-96e9-4f49-97ff-d5df95f12464/0063/x,-3.408587871
5375f8e6-96e9-4f49-97ff-d5df95f12464/0063/y,-2.667785235
5375f8e6-96e9-4f49-97ff-d5df95f12464/0063/z,10.28541878
5375f8e6-96e9-4f49-97ff-d5df95f12464/0064/x,-3.37538734
5375f8e6-96e9-4f49-97ff-d5df95f12464/0064/y,-2.807606264
5375f8e6-96e9-4f49-97ff-d5df95f12464/0064/z,10.28499673
5375f8e6-96e9-4f49-97ff-d5df95f12464/0065/x,-3.629924745
5375f8e6-96e9-4f49-97ff-d5df95f12464/0065/y,-2.975391499
5375f8e6-96e9-4f49-97ff-d5df95f12464/0065/z,10.93055063
5375f8e6-96e9-4f49-97ff-d5df95f12464/0066/x,-3.043382027
5375f8e6-96e9-4f49-97ff-d5df95f12464/0066/y,-2.052572707
5375f8e6-96e9-4f49-97ff-d5df95f12464/0066/z,9.927260232
5375f8e6-96e9-4f49-97ff-d5df95f12464/0067/x,-2.722443559
5375f8e6-96e9-4f49-97ff-d5df95f12464/0067/y,-2.220357942
5375f8e6-96e9-4f49-97ff-d5df95f12464/0067/z,9.932330488
5375f8e6-96e9-4f49-97ff-d5df95f12464/0068/x,-3.353253652
5375f8e6-96e9-4f49-97ff-d5df95f12464/0068/y,-2.276286353
5375f8e6-96e9-4f49-97ff-d5df95f12464/0068/z,13.75089564
5375f8e6-96e9-4f49-97ff-d5df95f12464/0069/x,-3.463922089
5375f8e6-96e9-4f49-97ff-d5df95f12464/0069/y,-2.751677852
5375f8e6-96e9-4f49-97ff-d5df95f12464/0069/z,14.49079674
5375f8e6-96e9-4f49-97ff-d5df95f12464/0070/x,-3.519256308
5375f8e6-96e9-4f49-97ff-d5df95f12464/0070/y,-2.751677852
5375f8e6-96e9-4f49-97ff-d5df95f12464/0070/z,14.16688921
5375f8e6-96e9-4f49-97ff-d5df95f12464/0071/x,-3.596724214
5375f8e6-96e9-4f49-97ff-d5df95f12464/0071/y,-2.332214765
5375f8e6-96e9-4f49-97ff-d5df95f12464/0071/z,14.37916667
5375f8e6-96e9-4f49-97ff-d5df95f12464/0072/x,-3.618857902
5375f8e6-96e9-4f49-97ff-d5df95f12464/0072/y,-2.360178971
5375f8e6-96e9-4f49-97ff-d5df95f12464/0072/z,15.09590535
5375f8e6-96e9-4f49-97ff-d5df95f12464/0073/x,-3.585657371
5375f8e6-96e9-4f49-97ff-d5df95f12464/0073/y,-2.360178971
5375f8e6-96e9-4f49-97ff-d5df95f12464/0073/z,14.84154217
5375f8e6-96e9-4f49-97ff-d5df95f12464/0074/x,-3.640991589
5375f8e6-96e9-4f49-97ff-d5df95f12464/0074/y,-2.136465324
5375f8e6-96e9-4f49-97ff-d5df95f12464/0074/z,14.26251242
5375f8e6-96e9-4f49-97ff-d5df95f12464/0075/x,-3.85126162
5375f8e6-96e9-4f49-97ff-d5df95f12464/0075/y,-2.667785235
5375f8e6-96e9-4f49-97ff-d5df95f12464/0075/z,11.18931572
5375f8e6-96e9-4f49-97ff-d5df95f12464/0076/x,-3.995130589
5375f8e6-96e9-4f49-97ff-d5df95f12464/0076/y,-2.751677852
5375f8e6-96e9-4f49-97ff-d5df95f12464/0076/z,10.48832532
5375f8e6-96e9-4f49-97ff-d5df95f12464/0077/x,-3.884462151
5375f8e6-96e9-4f49-97ff-d5df95f12464/0077/y,-2.723713647
5375f8e6-96e9-4f49-97ff-d5df95f12464/0077/z,15.15948882
5375f8e6-96e9-4f49-97ff-d5df95f12464/0078/x,-3.917662683
5375f8e6-96e9-4f49-97ff-d5df95f12464/0078/y,-2.667785235
5375f8e6-96e9-4f49-97ff-d5df95f12464/0078/z,15.38089
5375f8e6-96e9-4f49-97ff-d5df95f12464/0079/x,-4.061531651
5375f8e6-96e9-4f49-97ff-d5df95f12464/0079/y,-3.003355705
5375f8e6-96e9-4f49-97ff-d5df95f12464/0079/z,11.30816784
5375f8e6-96e9-4f49-97ff-d5df95f12464/0080/x,-4.150066401
5375f8e6-96e9-4f49-97ff-d5df95f12464/0080/y,-2.472035794
5375f8e6-96e9-4f49-97ff-d5df95f12464/0080/z,14.12778113
5375f8e6-96e9-4f49-97ff-d5df95f12464/0081/x,-3.972996901
5375f8e6-96e9-4f49-97ff-d5df95f12464/0081/y,-2.863534676
5375f8e6-96e9-4f49-97ff-d5df95f12464/0081/z,15.24856244
5375f8e6-96e9-4f49-97ff-d5df95f12464/0082/x,-4.094732182
5375f8e6-96e9-4f49-97ff-d5df95f12464/0082/y,-2.5
5375f8e6-96e9-4f49-97ff-d5df95f12464/0082/z,10.61222011
5375f8e6-96e9-4f49-97ff-d5df95f12464/0083/x,-4.105799026
5375f8e6-96e9-4f49-97ff-d5df95f12464/0083/y,-2.583892617
5375f8e6-96e9-4f49-97ff-d5df95f12464/0083/z,10.649763
5375f8e6-96e9-4f49-97ff-d5df95f12464/0084/x,-3.93979637
5375f8e6-96e9-4f49-97ff-d5df95f12464/0084/y,-2.5
5375f8e6-96e9-4f49-97ff-d5df95f12464/0084/z,15.40352208
5375f8e6-96e9-4f49-97ff-d5df95f12464/0085/x,-3.884462151
5375f8e6-96e9-4f49-97ff-d5df95f12464/0085/y,-2.276286353
5375f8e6-96e9-4f49-97ff-d5df95f12464/0085/z,6.831768042
5375f8e6-96e9-4f49-97ff-d5df95f12464/0086/x,-4.061531651
5375f8e6-96e9-4f49-97ff-d5df95f12464/0086/y,-2.807606264
5375f8e6-96e9-4f49-97ff-d5df95f12464/0086/z,13.72814538
5375f8e6-96e9-4f49-97ff-d5df95f12464/0087/x,-4.172200089
5375f8e6-96e9-4f49-97ff-d5df95f12464/0087/y,-2.639821029
5375f8e6-96e9-4f49-97ff-d5df95f12464/0087/z,10.24688966
5375f8e6-96e9-4f49-97ff-d5df95f12464/0088/x,-3.93979637
5375f8e6-96e9-4f49-97ff-d5df95f12464/0088/y,-2.891498881
5375f8e6-96e9-4f49-97ff-d5df95f12464/0088/z,15.2764546
5375f8e6-96e9-4f49-97ff-d5df95f12464/0089/x,-3.873395308
5375f8e6-96e9-4f49-97ff-d5df95f12464/0089/y,-2.723713647
5375f8e6-96e9-4f49-97ff-d5df95f12464/0089/z,15.63846412
5375f8e6-96e9-4f49-97ff-d5df95f12464/0090/x,-4.02833112
5375f8e6-96e9-4f49-97ff-d5df95f12464/0090/y,-2.472035794
5375f8e6-96e9-4f49-97ff-d5df95f12464/0090/z,10.77193508
5375f8e6-96e9-4f49-97ff-d5df95f12464/0091/x,-4.017264276
5375f8e6-96e9-4f49-97ff-d5df95f12464/0091/y,-2.83557047
5375f8e6-96e9-4f49-97ff-d5df95f12464/0091/z,15.48751734
5375f8e6-96e9-4f49-97ff-d5df95f12464/0092/x,-4.061531651
5375f8e6-96e9-4f49-97ff-d5df95f12464/0092/y,-2.639821029
5375f8e6-96e9-4f49-97ff-d5df95f12464/0092/z,6.910097998
5375f8e6-96e9-4f49-97ff-d5df95f12464/0093/x,-3.995130589
5375f8e6-96e9-4f49-97ff-d5df95f12464/0093/y,-2.751677852
5375f8e6-96e9-4f49-97ff-d5df95f12464/0093/z,15.57409577
5375f8e6-96e9-4f49-97ff-d5df95f12464/0094/x,-4.050464807
5375f8e6-96e9-4f49-97ff-d5df95f12464/0094/y,-2.639821029
5375f8e6-96e9-4f49-97ff-d5df95f12464/0094/z,14.51200738
5375f8e6-96e9-4f49-97ff-d5df95f12464/0095/x,-4.172200089
5375f8e6-96e9-4f49-97ff-d5df95f12464/0095/y,-2.751677852
5375f8e6-96e9-4f49-97ff-d5df95f12464/0095/z,10.59533846
5375f8e6-96e9-4f49-97ff-d5df95f12464/0096/x,-4.02833112
5375f8e6-96e9-4f49-97ff-d5df95f12464/0096/y,-2.919463087
5375f8e6-96e9-4f49-97ff-d5df95f12464/0096/z,11.10742283
5375f8e6-96e9-4f49-97ff-d5df95f12464/0097/x,-3.895528995
5375f8e6-96e9-4f49-97ff-d5df95f12464/0097/y,-2.527964206
5375f8e6-96e9-4f49-97ff-d5df95f12464/0097/z,10.69798936
5375f8e6-96e9-4f49-97ff-d5df95f12464/0098/x,-3.862328464
5375f8e6-96e9-4f49-97ff-d5df95f12464/0098/y,-2.220357942
5375f8e6-96e9-4f49-97ff-d5df95f12464/0098/z,6.96393974
5375f8e6-96e9-4f49-97ff-d5df95f12464/0099/x,-3.950863214
5375f8e6-96e9-4f49-97ff-d5df95f12464/0099/y,-2.16442953
5375f8e6-96e9-4f49-97ff-d5df95f12464/0099/z,6.960182744
5375f8e6-96e9-4f49-97ff-d5df95f12464/0100/x,-3.884462151
5375f8e6-96e9-4f49-97ff-d5df95f12464/0100/y,-2.723713647
5375f8e6-96e9-4f49-97ff-d5df95f12464/0100/z,11.16261045
5375f8e6-96e9-4f49-97ff-d5df95f12464/0101/x,-3.862328464
5375f8e6-96e9-4f49-97ff-d5df95f12464/0101/y,-2.639821029
5375f8e6-96e9-4f49-97ff-d5df95f12464/0101/z,6.970849206
5375f8e6-96e9-4f49-97ff-d5df95f12464/0102/x,-3.829127933
5375f8e6-96e9-4f49-97ff-d5df95f12464/0102/y,-2.723713647
5375f8e6-96e9-4f49-97ff-d5df95f12464/0102/z,15.39829338
5375f8e6-96e9-4f49-97ff-d5df95f12464/0103/x,-3.93979637
5375f8e6-96e9-4f49-97ff-d5df95f12464/0103/y,-2.807606264
5375f8e6-96e9-4f49-97ff-d5df95f12464/0103/z,11.20692746
5375f8e6-96e9-4f49-97ff-d5df95f12464/0104/x,-4.105799026
5375f8e6-96e9-4f49-97ff-d5df95f12464/0104/y,-2.5
5375f8e6-96e9-4f49-97ff-d5df95f12464/0104/z,6.974425333
5375f8e6-96e9-4f49-97ff-d5df95f12464/0105/x,-4.249667995
5375f8e6-96e9-4f49-97ff-d5df95f12464/0105/y,-2.723713647
5375f8e6-96e9-4f49-97ff-d5df95f12464/0105/z,10.68909153
5375f8e6-96e9-4f49-97ff-d5df95f12464/0106/x,-4.260734838
5375f8e6-96e9-4f49-97ff-d5df95f12464/0106/y,-2.751677852
5375f8e6-96e9-4f49-97ff-d5df95f12464/0106/z,10.55225815
5375f8e6-96e9-4f49-97ff-d5df95f12464/0107/x,-4.061531651
5375f8e6-96e9-4f49-97ff-d5df95f12464/0107/y,-2.583892617
5375f8e6-96e9-4f49-97ff-d5df95f12464/0107/z,10.65329477
5375f8e6-96e9-4f49-97ff-d5df95f12464/0108/x,-3.773793714
5375f8e6-96e9-4f49-97ff-d5df95f12464/0108/y,-2.444071588
5375f8e6-96e9-4f49-97ff-d5df95f12464/0108/z,14.61402207
5375f8e6-96e9-4f49-97ff-d5df95f12464/0109/x,-3.541389996
5375f8e6-96e9-4f49-97ff-d5df95f12464/0109/y,-3.506711409
5375f8e6-96e9-4f49-97ff-d5df95f12464/0109/z,11.46027472
5375f8e6-96e9-4f49-97ff-d5df95f12464/0110/x,-3.508189464
5375f8e6-96e9-4f49-97ff-d5df95f12464/0110/y,-3.506711409
5375f8e6-96e9-4f49-97ff-d5df95f12464/0110/z,11.9895934
5375f8e6-96e9-4f49-97ff-d5df95f12464/0111/x,-3.563523683
5375f8e6-96e9-4f49-97ff-d5df95f12464/0111/y,-3.562639821
5375f8e6-96e9-4f49-97ff-d5df95f12464/0111/z,14.21267413
5375f8e6-96e9-4f49-97ff-d5df95f12464/0112/x,-3.519256308
5375f8e6-96e9-4f49-97ff-d5df95f12464/0112/y,-1.940715884
5375f8e6-96e9-4f49-97ff-d5df95f12464/0112/z,10.79419641
5375f8e6-96e9-4f49-97ff-d5df95f12464/0113/x,-3.784860558
5375f8e6-96e9-4f49-97ff-d5df95f12464/0113/y,-2.388143177
5375f8e6-96e9-4f49-97ff-d5df95f12464/0113/z,6.971043826
5375f8e6-96e9-4f49-97ff-d5df95f12464/0114/x,-3.585657371
5375f8e6-96e9-4f49-97ff-d5df95f12464/0114/y,-2.248322148
5375f8e6-96e9-4f49-97ff-d5df95f12464/0114/z,11.25679935
5375f8e6-96e9-4f49-97ff-d5df95f12464/0115/x,-3.873395308
5375f8e6-96e9-4f49-97ff-d5df95f12464/0115/y,-2.611856823
5375f8e6-96e9-4f49-97ff-d5df95f12464/0115/z,10.65297407
5375f8e6-96e9-4f49-97ff-d5df95f12464/0116/x,-4.02833112
5375f8e6-96e9-4f49-97ff-d5df95f12464/0116/y,-2.555928412
5375f8e6-96e9-4f49-97ff-d5df95f12464/0116/z,6.959996742
5375f8e6-96e9-4f49-97ff-d5df95f12464/0117/x,-3.950863214
5375f8e6-96e9-4f49-97ff-d5df95f12464/0117/y,-2.555928412
5375f8e6-96e9-4f49-97ff-d5df95f12464/0117/z,10.40808994
5375f8e6-96e9-4f49-97ff-d5df95f12464/0118/x,-3.663125277
5375f8e6-96e9-4f49-97ff-d5df95f12464/0118/y,-3.730425056
5375f8e6-96e9-4f49-97ff-d5df95f12464/0118/z,12.02214864
5375f8e6-96e9-4f49-97ff-d5df95f12464/0119/x,-3.67419212
5375f8e6-96e9-4f49-97ff-d5df95f12464/0119/y,-3.534675615
5375f8e6-96e9-4f49-97ff-d5df95f12464/0119/z,12.08668133
5375f8e6-96e9-4f49-97ff-d5df95f12464/0120/x,-3.840194776
5375f8e6-96e9-4f49-97ff-d5df95f12464/0120/y,-2.472035794
5375f8e6-96e9-4f49-97ff-d5df95f12464/0120/z,6.947592696
5375f8e6-96e9-4f49-97ff-d5df95f12464/0121/x,-3.906595839
5375f8e6-96e9-4f49-97ff-d5df95f12464/0121/y,-2.527964206
5375f8e6-96e9-4f49-97ff-d5df95f12464/0121/z,6.941772735
5375f8e6-96e9-4f49-97ff-d5df95f12464/0122/x,-3.917662683
5375f8e6-96e9-4f49-97ff-d5df95f12464/0122/y,-2.583892617
5375f8e6-96e9-4f49-97ff-d5df95f12464/0122/z,6.932103148
5375f8e6-96e9-4f49-97ff-d5df95f12464/0123/x,-3.740593183
5375f8e6-96e9-4f49-97ff-d5df95f12464/0123/y,-2.5
5375f8e6-96e9-4f49-97ff-d5df95f12464/0123/z,10.66162219
5375f8e6-96e9-4f49-97ff-d5df95f12464/0124/x,-3.585657371
5375f8e6-96e9-4f49-97ff-d5df95f12464/0124/y,-3.534675615
5375f8e6-96e9-4f49-97ff-d5df95f12464/0124/z,11.44436553
5375f8e6-96e9-4f49-97ff-d5df95f12464/0125/x,-3.596724214
5375f8e6-96e9-4f49-97ff-d5df95f12464/0125/y,-2.416107383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0125/z,6.983703106
5375f8e6-96e9-4f49-97ff-d5df95f12464/0126/x,-3.530323152
5375f8e6-96e9-4f49-97ff-d5df95f12464/0126/y,-3.36689038
5375f8e6-96e9-4f49-97ff-d5df95f12464/0126/z,11.07875519
5375f8e6-96e9-4f49-97ff-d5df95f12464/0127/x,-3.386454183
5375f8e6-96e9-4f49-97ff-d5df95f12464/0127/y,-1.82885906
5375f8e6-96e9-4f49-97ff-d5df95f12464/0127/z,10.50359894
5375f8e6-96e9-4f49-97ff-d5df95f12464/0128/x,-3.729526339
5375f8e6-96e9-4f49-97ff-d5df95f12464/0128/y,-2.108501119
5375f8e6-96e9-4f49-97ff-d5df95f12464/0128/z,11.11276222
5375f8e6-96e9-4f49-97ff-d5df95f12464/0129/x,-3.629924745
5375f8e6-96e9-4f49-97ff-d5df95f12464/0129/y,-2.472035794
5375f8e6-96e9-4f49-97ff-d5df95f12464/0129/z,11.54512314
5375f8e6-96e9-4f49-97ff-d5df95f12464/0130/x,-4.006197432
5375f8e6-96e9-4f49-97ff-d5df95f12464/0130/y,-2.416107383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0130/z,10.67746139
5375f8e6-96e9-4f49-97ff-d5df95f12464/0131/x,-4.072598495
5375f8e6-96e9-4f49-97ff-d5df95f12464/0131/y,-2.639821029
5375f8e6-96e9-4f49-97ff-d5df95f12464/0131/z,15.19986965
5375f8e6-96e9-4f49-97ff-d5df95f12464/0132/x,-4.161133245
5375f8e6-96e9-4f49-97ff-d5df95f12464/0132/y,-3.003355705
5375f8e6-96e9-4f49-97ff-d5df95f12464/0132/z,10.91883505
5375f8e6-96e9-4f49-97ff-d5df95f12464/0133/x,-4.072598495
5375f8e6-96e9-4f49-97ff-d5df95f12464/0133/y,-2.891498881
5375f8e6-96e9-4f49-97ff-d5df95f12464/0133/z,11.02946369
5375f8e6-96e9-4f49-97ff-d5df95f12464/0134/x,-3.784860558
5375f8e6-96e9-4f49-97ff-d5df95f12464/0134/y,-3.227069351
5375f8e6-96e9-4f49-97ff-d5df95f12464/0134/z,11.99831495
5375f8e6-96e9-4f49-97ff-d5df95f12464/0135/x,-3.441788402
5375f8e6-96e9-4f49-97ff-d5df95f12464/0135/y,-2.83557047
5375f8e6-96e9-4f49-97ff-d5df95f12464/0135/z,13.4624259
5375f8e6-96e9-4f49-97ff-d5df95f12464/0136/x,-3.342186808
5375f8e6-96e9-4f49-97ff-d5df95f12464/0136/y,-3.982102908
5375f8e6-96e9-4f49-97ff-d5df95f12464/0136/z,18.36366069
5375f8e6-96e9-4f49-97ff-d5df95f12464/0137/x,-3.408587871
5375f8e6-96e9-4f49-97ff-d5df95f12464/0137/y,-5.016778523
5375f8e6-96e9-4f49-97ff-d5df95f12464/0137/z,21.65084487
5375f8e6-96e9-4f49-97ff-d5df95f12464/0138/x,-3.806994245
5375f8e6-96e9-4f49-97ff-d5df95f12464/0138/y,-4.261744966
5375f8e6-96e9-4f49-97ff-d5df95f12464/0138/z,17.52720883
5375f8e6-96e9-4f49-97ff-d5df95f12464/0139/x,-3.862328464
5375f8e6-96e9-4f49-97ff-d5df95f12464/0139/y,-3.954138702
5375f8e6-96e9-4f49-97ff-d5df95f12464/0139/z,17.76724549
5375f8e6-96e9-4f49-97ff-d5df95f12464/0140/x,-3.419654714
5375f8e6-96e9-4f49-97ff-d5df95f12464/0140/y,-4.485458613
5375f8e6-96e9-4f49-97ff-d5df95f12464/0140/z,16.65019447
5375f8e6-96e9-4f49-97ff-d5df95f12464/0141/x,-3.342186808
5375f8e6-96e9-4f49-97ff-d5df95f12464/0141/y,-3.814317673
5375f8e6-96e9-4f49-97ff-d5df95f12464/0141/z,13.44428526
5375f8e6-96e9-4f49-97ff-d5df95f12464/0142/x,-3.37538734
5375f8e6-96e9-4f49-97ff-d5df95f12464/0142/y,-2.527964206
5375f8e6-96e9-4f49-97ff-d5df95f12464/0142/z,12.67642577
5375f8e6-96e9-4f49-97ff-d5df95f12464/0143/x,-3.37538734
5375f8e6-96e9-4f49-97ff-d5df95f12464/0143/y,-2.555928412
5375f8e6-96e9-4f49-97ff-d5df95f12464/0143/z,13.7869844
5375f8e6-96e9-4f49-97ff-d5df95f12464/0144/x,-3.497122621
5375f8e6-96e9-4f49-97ff-d5df95f12464/0144/y,-2.667785235
5375f8e6-96e9-4f49-97ff-d5df95f12464/0144/z,13.92000554
5375f8e6-96e9-4f49-97ff-d5df95f12464/0145/x,-3.497122621
5375f8e6-96e9-4f49-97ff-d5df95f12464/0145/y,-2.527964206
5375f8e6-96e9-4f49-97ff-d5df95f12464/0145/z,13.11130619
5375f8e6-96e9-4f49-97ff-d5df95f12464/0146/x,-3.408587871
5375f8e6-96e9-4f49-97ff-d5df95f12464/0146/y,-2.583892617
5375f8e6-96e9-4f49-97ff-d5df95f12464/0146/z,14.30654931
5375f8e6-96e9-4f49-97ff-d5df95f12464/0147/x,-3.585657371
5375f8e6-96e9-4f49-97ff-d5df95f12464/0147/y,-3.870246085
5375f8e6-96e9-4f49-97ff-d5df95f12464/0147/z,15.97608458
5375f8e6-96e9-4f49-97ff-d5df95f12464/0148/x,-3.497122621
5375f8e6-96e9-4f49-97ff-d5df95f12464/0148/y,-2.583892617
5375f8e6-96e9-4f49-97ff-d5df95f12464/0148/z,13.11747859
5375f8e6-96e9-4f49-97ff-d5df95f12464/0149/x,-3.508189464
5375f8e6-96e9-4f49-97ff-d5df95f12464/0149/y,-2.611856823
5375f8e6-96e9-4f49-97ff-d5df95f12464/0149/z,13.89480178
5375f8e6-96e9-4f49-97ff-d5df95f12464/0150/x,-3.585657371
5375f8e6-96e9-4f49-97ff-d5df95f12464/0150/y,-2.472035794
5375f8e6-96e9-4f49-97ff-d5df95f12464/0150/z,13.08777002
5375f8e6-96e9-4f49-97ff-d5df95f12464/0151/x,-3.519256308
5375f8e6-96e9-4f49-97ff-d5df95f12464/0151/y,-2.416107383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0151/z,13.09451006
5375f8e6-96e9-4f49-97ff-d5df95f12464/0152/x,-3.519256308
5375f8e6-96e9-4f49-97ff-d5df95f12464/0152/y,-2.863534676
